,smiles,pXC50,Original_Entry_ID,DB,MW,HA,HD,logP,Lipinski rule
37559,[C@@H]1(COCC[C@H]1N=C(O)C2=CN=C(C=C2)CN3C4=C(N=C3C)C=CC=C4)C(O)=NO,5.14358425140381,CHEMBL1835555,chembl20,409.446,7,3,2.84342,True
37560,C1=C(C=C2N(C=CC2=C1)CCCN(CC)CC)N=C(C=3SC=CC3)N,5.14368104934692,CHEMBL3216735,chembl20,354.523,4,1,4.4717,True
37562,S1C(/C(=N/C2=CC=3N(CCCN(CC)CC)C=CC3C=C2)/N)=CC=C1,5.14368104934692,66912425,pubchem,354.523,4,1,4.4717,True
37563,C1(CCN(CC1)CC2=CC=CC=C2)CN3C=4C(=C(N=C(C5=CC(=CC=C5)O)N4)N6CCOCC6)N=C3,5.1437087059021,CHEMBL590112,chembl20,484.604,8,1,3.9477,True
37565,O1CCN(C=2N=C(N=C3N(CC4CCN(CC4)CC5=CC=CC=C5)C=NC32)C6=CC(O)=CC=C6)CC1,5.1437087059021,25070553,pubchem,484.604,8,1,3.9477,True
37566,N1(C2[C@@H]([C@H](O)[C@H](O2)CO)O)C3=C(C(NC=4C=CC(CC(O)=O)=CC4)=NC=N3)N=C1,5.14381217956543,CHEMBL605246,chembl20,401.379,10,5,-0.1915,False
37567,O(C=1C=C2C(NC3CCN(CC3)CC4=CC=CC=C4)=NC(N5CCCN(CC5)C)=NC2=CC1OC)C,5.14420700073242,25150857,pubchem,490.652,8,1,3.8654,True
37582,O(C=1C=C2C(NC3CCN(CC3)CC4=CC=CC=C4)=NC(N5CCCN(CC5)C)=NC2=CC1OC)C,5.14420700073242,25150857,pubchem_screening,490.652,8,1,3.8654,True
37587,C=1(N2CCCN(C)CC2)N=C(C=3C(N1)=CC(OC)=C(OC)C3)NC4CCN(CC4)CC5=CC=CC=C5,5.14420700073242,CHEMBL569864,chembl20,490.652,8,1,3.8654,True
37602,O(C=1C=C2C(NC3CCN(CC3)CC4=CC=CC=C4)=NC(N5CCCCC5)=NC2=CC1OC)C,5.14429569244385,53315437,pubchem,461.61,7,1,4.7138,True
37607,O(C=1C=C2C(N=C(N=C2NC3CCN(CC3)CC4=CC=CC=C4)N5CCCCC5)=CC1OC)C,5.14429569244385,CHEMBL1902352,chembl20,461.61,7,1,4.7138,True
37610,S=1(O)(O)=CC2N(/C(/SC2C1)=N/C(=O)CC)C3=CC(OC)=CC=C3,5.14431285858154,666609,pubchem_screening,354.453,5,2,2.6468,True
37613,S=1(O)(O)=CC2N(/C(/SC2C1)=N/C(=O)CC)C3=CC(OC)=CC=C3,5.14431285858154,666609,pubchem,354.453,5,2,2.6468,True
37854,S=1(O)(O)=CC2N(/C(/SC2C1)=N/C(=O)CC)C=3C=C(OC)C=CC3,5.14431285858154,CHEMBL3210226,chembl20,354.453,5,2,2.6468,True
37859,C1=C(O)N=C2C=CC(=CC2=C1C(F)(F)F)N3[C@H](CC[C@H]3C)CO,5.14449548721314,CHEMBL243252,chembl20,326.318,4,2,3.3088,True
37860,FC(F)(F)C=1C=C(NC(=O)NC2CCN(CC2)CC)C=CC1,5.14456129074097,6467033,pubchem_screening,315.339,2,2,3.3112,True
37863,FC(F)(F)C=1C=C(NC(=O)NC2CCN(CC2)CC)C=CC1,5.14456129074097,6467033,pubchem,315.339,2,2,3.3112,True
38064,FC(F)(F)C=1C=C(NC(=O)NC2CCN(CC2)CC)C=CC1,5.14456129074097,CHEMBL1542236,chembl20,315.339,2,2,3.3112,True
38065,S1C(C(=O)N=C2C(N(N(C2=O)C3=CC=CC=C3)C)C)=CC=4C(C1=O)=CC=CC4,5.14480066299439,1178216,pubchem_screening,391.452,5,0,3.1248,True
38068,S1C(C(=O)N=C2C(N(N(C2=O)C3=CC=CC=C3)C)C)=CC=4C(C1=O)=CC=CC4,5.14480066299439,1178216,pubchem,391.452,5,0,3.1248,True
38282,S1C(C(=O)N=C2C(=O)N(N(C2C)C)C3=CC=CC=C3)=CC=4C(C1=O)=CC=CC4,5.14480066299439,CHEMBL1478253,chembl20,391.452,5,0,3.1248,True
38283,N1=CN=C(C=2C3=C(SC21)CN(C(=O)CC=CN(CC)CC)CC3)N[C@@H](C4=CC=CC=C4)CO,5.14483880996704,CHEMBL1272324,chembl20,465.623,7,2,3.9671,True
38284,O=C1N(N(C(C1=NC(OCC)=O)C)C)C2=CC=CC=C2,5.14484596252441,228457,pubchem_screening,275.308,4,0,1.866,True
38287,O=C1N(N(C(C1=NC(OCC)=O)C)C)C2=CC=CC=C2,5.14484596252441,228457,pubchem,275.308,4,0,1.866,True
38499,S=C(N1CCCC1)C=2C=C(OC)C(O)=CC2,5.14497423171997,5389226,pubchem_screening,237.324,3,1,2.1721,True
38502,S=C(N1CCCC1)C=2C=C(OC)C(O)=CC2,5.14497423171997,5389226,pubchem,237.324,3,1,2.1721,True
38736,S=C(N1CCCC1)C=2C=C(OC)C(O)=CC2,5.14497423171997,CHEMBL1489619,chembl20,237.324,3,1,2.1721,True
38746,S1C(C(=O)N(C1=S)CC)C=NN2C=NN=C2,5.14521789550781,CHEMBL1319944,chembl20,255.328,7,0,0.3608,True
38756,S1C(C(=O)N(CC)C1=S)C=NN2C=NN=C2,5.14521789550781,5390057,pubchem_screening,255.328,7,0,0.3608,True
38759,S1C(C(=O)N(CC)C1=S)C=NN2C=NN=C2,5.14521789550781,5390057,pubchem,255.328,7,0,0.3608,True
38997,FC(F)(F)C1=C2N=CC(=C(O)C2=CC=C1)C(=O)O,5.14522361755371,CHEMBL1704941,chembl20,257.167,3,2,2.6574,True
39003,FC(F)(F)C1=C2N=CC(=C(O)C2=CC=C1)C(O)=O,5.14522361755371,90260,pubchem_screening,257.167,3,2,2.6574,True
39006,FC(F)(F)C1=C2N=CC(=C(O)C2=CC=C1)C(O)=O,5.14522361755371,90260,pubchem,257.167,3,2,2.6574,True
39218,N(C(=O)CCC1=CC=C2C(=C1)C=CC=C2)=C3C(CCCC3)C(O)=O,5.14525365829468,CHEMBL484719,chembl20,323.392,2,1,4.0148,True
39220,S1C(CN2C3=NC=4C(N=C3C5=C2N=CN(C5=O)CCCCCC)=CC=CC4)=CC=C1,5.14528036117554,CHEMBL1547666,chembl20,417.538,7,0,4.9845,True
39224,S1C(CN2C=3N=CN(CCCCCC)C(=O)C3C4=NC=5C(N=C24)=CC=CC5)=CC=C1,5.14528036117554,664247,pubchem_screening,417.538,7,0,4.9845,True
39227,S1C(CN2C=3N=CN(CCCCCC)C(=O)C3C4=NC=5C(N=C24)=CC=CC5)=CC=C1,5.14528036117554,664247,pubchem,417.538,7,0,4.9845,True
39468,N1(C2=C(C(N)=NC(=N2)C=C=NCCC=3C=CC(CC(=O)O)=CC3)N=C1)C4[C@@H]([C@H](O)[C@H](O4)C(=O)NCC)O,5.14555501937866,CHEMBL610990,chembl20,509.523,11,5,-0.2835,False
39470,OC(N=C(CCCN=C(N)N)C(O)C1=NC2=C(C(O)=N1)C=CC=C2)=C3N(CCC3)C(=O)[C@H](NC)CC4=CC=CC=C4,5.14562129974365,44333717,pubchem,560.659,9,6,2.0436,False
39471,S1C(C(=O)C2=C(N(CCCN(CC)CC)C(O)=C2O)C3=NC=CC=C3)=CC=C1,5.14570665359497,2950937,pubchem,399.516,7,2,3.9857,True
39473,S1C(C(=O)C2=C(N(CCCN(CC)CC)C(O)=C2O)C3=NC=CC=C3)=CC=C1,5.14570665359497,2950937,pubchem_screening,399.516,7,2,3.9857,True
39533,N1(C2=C(C(O)=NC(=N2)N)[N+](=C1)CC=3C=C4C(C=CC=C4)=CC3)C5C(C(O)C(O5)COP(O)(O)=O)O,5.14578485488892,CHEMBL1094639,chembl20,504.416,10,6,-0.063400000000001,False
39534,SC1=NC(O)=C(NN=C2C(N(N(C2=O)C3=CC=CC=C3)C)=C)C(O)=N1,5.14585208892822,5533449,pubchem_screening,358.383,9,4,1.3517,True
39537,SC1=NC(O)=C(NN=C2C(N(N(C2=O)C3=CC=CC=C3)C)=C)C(O)=N1,5.14585208892822,5533449,pubchem,358.383,9,4,1.3517,True
39734,SC1=NC(O)=C(NN=C2C(=O)N(N(C2=C)C)C3=CC=CC=C3)C(O)=N1,5.14585208892822,CHEMBL1577766,chembl20,358.383,9,4,1.3517,True
39745,ClC(C(=O)C(F)(F)F)C=NC=1C(=O)N(N(C1C)C)C2=CC=CC=C2,5.14589977264404,CHEMBL3208004,chembl20,359.735,5,0,2.92552,True
39754,ClC(C=NC1=C(N(N(C1=O)C2=CC=CC=C2)C)C)C(=O)C(F)(F)F,5.14589977264404,2316757,pubchem_screening,359.735,5,0,2.92552,True
39757,ClC(C=NC1=C(N(N(C1=O)C2=CC=CC=C2)C)C)C(=O)C(F)(F)F,5.14589977264404,2316757,pubchem,359.735,5,0,2.92552,True
39954,OC1=NC(=NC=2CN(CCC21)CC=3C=C(O)C(OC)=CC3)C,5.14612770080566,16672287,pubchem_screening,301.346,6,2,1.76312,True
39955,FC(F)(F)C1=C(OCCC2CCN(CC2)CC=3ON=C(N3)C)C=CC(=C1)C=4N=C(C=5N=CN(C5C4)C)C#N,5.14615058898926,46842626,pubchem,525.535,9,0,4.8983,False
39957,S(O)(O)(=NC=1SC(=NN1)C(CC)CC)=CC2=CC=CC=C2,5.1461935043335,975740,pubchem_screening,325.459,4,2,4.2073,True
39960,S(O)(O)(=NC=1SC(=NN1)C(CC)CC)=CC2=CC=CC=C2,5.1461935043335,975740,pubchem,325.459,4,2,4.2073,True
40202,S(O)(O)(=NC=1SC(=NN1)C(CC)CC)=CC2=CC=CC=C2,5.1461935043335,CHEMBL1530193,chembl20,325.459,4,2,4.2073,True
40207,OC1=C(C=NN2CCN(CC2)CC3=CC=CC=C3)C=CC(N(CC)CC)=C1,5.14625597000122,5342877,pubchem_screening,366.509,5,1,3.3901,True
40210,OC1=C(C=NN2CCN(CC2)CC3=CC=CC=C3)C=CC(N(CC)CC)=C1,5.14625597000122,5342877,pubchem,366.509,5,1,3.3901,True
40412,OC1=C(C=CC(N(CC)CC)=C1)/C=N/N2CCN(CC2)CC3=CC=CC=C3,5.14625597000122,CHEMBL3193228,chembl20,366.509,5,1,3.3901,True
40425,S1/C(/N(/N=C/C2=C(O)C(O)=C(O)C=C2)C(C=3SC=CC3)=C1)=N\CCOC,5.14628124237061,CHEMBL1979957,chembl20,391.474,9,3,2.8242,True
40451,S1/C(/N(N=CC=2C(O)=C(O)C(O)=CC2)C(C=3SC=CC3)=C1)=N\CCOC,5.14628124237061,6146295,pubchem_screening,391.474,9,3,2.8242,True
40453,S1/C(/N(N=CC=2C(O)=C(O)C(O)=CC2)C(C=3SC=CC3)=C1)=N\CCOC,5.14628124237061,6146295,pubchem,391.474,9,3,2.8242,True
40637,SC1=NC(O)=C(C=NC=2C=CC(N(CC)CC)=CC2)C(O)=N1,5.14638423919678,5337730,pubchem,318.402,7,3,2.7733,True
40639,SC1=NC(O)=C(C=NC=2C=CC(N(CC)CC)=CC2)C(O)=N1,5.14638423919678,5337730,pubchem_screening,318.402,7,3,2.7733,True
40642,N1=C(SC(=C1O)CC2=CC=C(C=C2)O)O,5.14661359786987,CHEMBL1061,chembl20,223.253,5,3,1.8507,True
40644,S1C(N2CCOCC2)=NC(CC(=O)NN=CC=3C(O)=C(O)C(O)=CC3)=C1,5.14670181274414,6296231,pubchem,378.41,9,4,0.7893,True
40649,S1C(N2CCOCC2)=NC(CC(=O)NN=CC=3C(O)=C(O)C(O)=CC3)=C1,5.14670181274414,6508305,pubchem_screening,378.41,9,4,0.7893,True
40652,S1C(N2CCOCC2)=NC(CC(=O)NN=CC=3C(O)=C(O)C(O)=CC3)=C1,5.14670181274414,6508305,pubchem,378.41,9,4,0.7893,True
40814,S1C(N2CCOCC2)=NC(=C1)CC(=O)N/N=C/C3=C(O)C(O)=C(O)C=C3,5.14670181274414,CHEMBL3196993,chembl20,378.41,9,4,0.7893,True
40837,IC=1C=C(C=C(OC)C1O)C=NN2C=NN=C2,5.14692687988281,5338578,pubchem,344.112,6,1,1.4791,True
40838,IC=1C=C(C=C(OC)C1O)C=NN2C=NN=C2,5.14692687988281,5338578,pubchem_screening,344.112,6,1,1.4791,True
40841,N1=CN(C=N1)/N=C/C2=CC(=C(C(=C2)I)O)OC,5.14692687988281,CHEMBL1775081,chembl20,344.112,6,1,1.4791,True
40842,O(C=1C=C(C=NN2CCN(CC2)C3=CC=CC=C3)C=C(OC)C1O)C,5.14692831039429,5347589,pubchem,341.411,6,1,2.5655,True
40844,O(C=1C=C(C=NN2CCN(CC2)C3=CC=CC=C3)C=C(OC)C1O)C,5.14692831039429,5347589,pubchem_screening,341.411,6,1,2.5655,True
40847,N1=C(C(=C(C=2C=C(C(=CC12)OC)OC)O)C(=O)NCC3CCN(CC3)CC=4C=CC=CC4)O,5.14696168899536,CHEMBL3233934,chembl20,451.523,7,3,3.3052,True
40848,S1C(/C=N/C=2N(CCC)C=3C(N2)=CC=CC3)=CC=C1,5.14709186553955,9601169,pubchem,269.373,4,0,4.2584,True
40849,S1C(/C=N/C=2N(CCC)C=3C(N2)=CC=CC3)=CC=C1,5.14709186553955,9601169,pubchem_screening,269.373,4,0,4.2584,True
40852,C1=CC=2N=NN(C3=CC=CC(OC(F)(F)F)=C3)C2N=C1NCC4CCN(CC4)CC5CC5,5.14715147018433,CHEMBL1952116,chembl20,446.477,7,1,4.248,True
40853,S1/C(/N(C(=O)C1CC(O)=O)CC=C)=N\C=2C(=O)N(N(C2C)C)C3=CC=CC=C3,5.14720296859741,CHEMBL3211299,chembl20,400.46,7,1,2.07662,True
40855,S\1C(C(=O)N(/C1=N/C2=C(N(N(C2=O)C3=CC=CC=C3)C)C)CC=C)CC(=O)O,5.14720296859741,2938255,pubchem_screening,400.46,7,1,2.07662,True
40858,S\1C(C(=O)N(/C1=N/C2=C(N(N(C2=O)C3=CC=CC=C3)C)C)CC=C)CC(=O)O,5.14720296859741,2938255,pubchem,400.46,7,1,2.07662,True
41094,O(C1=CC(=CC=C1O)C=NN2C=NN=C2)CC,5.14748907089233,5334054,pubchem_screening,232.243,6,1,1.2646,True
41097,O(C1=CC(=CC=C1O)C=NN2C=NN=C2)CC,5.14748907089233,5334054,pubchem,232.243,6,1,1.2646,True
41338,O(C=1C(O)=CC=C(C1)/C=N/N2C=NN=C2)CC,5.14748907089233,CHEMBL3193668,chembl20,232.243,6,1,1.2646,True
41342,S(CC(=O)N(CC)CC)C=1N=C(O)C(CC)=C(O)N1,5.1475682258606,796354,pubchem_screening,285.369,6,2,1.4107,True
41345,S(CC(=O)N(CC)CC)C=1N=C(O)C(CC)=C(O)N1,5.1475682258606,796354,pubchem,285.369,6,2,1.4107,True
41547,S(C=1N=C(O)C(=C(O)N1)CC)CC(=O)N(CC)CC,5.1475682258606,CHEMBL1714334,chembl20,285.369,6,2,1.4107,True
41549,FC(F)(F)C=1C=C(C=2OC(=C(N2)CN3[C@@H](CCC3)CO)C)C=CC1,5.14771032333374,16189138,pubchem_screening,340.345,4,1,3.62552,True
41552,FC(F)(F)C=1C=C(C=2OC(=C(N2)CN3[C@@H](CCC3)CO)C)C=CC1,5.14771032333374,16189138,pubchem,340.345,4,1,3.62552,True
41753,FC(F)(F)C=1C=C(C=2OC(=C(N2)CN3[C@@H](CCC3)CO)C)C=CC1,5.14771032333374,CHEMBL1492234,chembl20,340.345,4,1,3.62552,True
41758,S(C=1N(C=CN1)CCC)CC(=O)N=C2C(=O)N(N(C2C)C)C3=CC=CC=C3,5.14777374267578,CHEMBL1370484,chembl20,385.493,6,0,2.6349,True
41759,S(C=1N(CCC)C=CN1)CC(=O)N=C2C(N(N(C2=O)C3=CC=CC=C3)C)C,5.14777374267578,9262732,pubchem_screening,385.493,6,0,2.6349,True
41762,S(C=1N(CCC)C=CN1)CC(=O)N=C2C(N(N(C2=O)C3=CC=CC=C3)C)C,5.14777374267578,9262732,pubchem,385.493,6,0,2.6349,True
41889,S=C(N=C1C=C(C=CC1)C(O)=O)NN=CC=2C=C(OC)C(O)=CC2,5.14789772033691,6259539,pubchem_screening,345.38,5,3,2.0211,True
41892,S=C(N=C1C=C(C=CC1)C(O)=O)NN=CC=2C=C(OC)C(O)=CC2,5.14789772033691,6259539,pubchem,345.38,5,3,2.0211,True
42094,FC(F)(F)C1=NN(C(N2C(O)=C3C(C4CC3C=C4)=C2O)=C1C5=CC=CC=C5)C,5.14830207824707,2740961,pubchem_screening,387.361,5,2,4.4485,True
42096,C(C(NCC1=CC2=CC=CC=C2C=C1)O)([C@@H](CC3CCCCC3)N)=O,5.14858198165894,CHEMBL172634,chembl20,340.467,4,3,3.1146,True
42098,N1(C(CCCC1)CC)CC=2C=CC(N)=CC2,5.14872264862061,3158971,pubchem_screening,218.344,2,1,3.0333,True
42101,N1(C(CCCC1)CC)CC=2C=CC(N)=CC2,5.14872264862061,3158971,pubchem,218.344,2,1,3.0333,True
42304,N=1C2=C(C3=NC(C4=CC=CO4)=NN3C1N)C=NN2CCC=5C=CC(=CC5)N,5.14875173568726,CHEMBL22316,chembl20,360.381,9,2,2.1411,True
42306,N1(N=C(/N=C/N(CC)CC)CC1)C2=CC=CC=C2,5.14880084991455,2850069,pubchem,244.342,3,0,2.5803,True
42307,N1(N=C(/N=C/N(CC)CC)CC1)C2=CC=CC=C2,5.14880084991455,2850069,pubchem_screening,244.342,3,0,2.5803,True
42310,C=1C=CC=2C=C(C=CC2C1)NC(=O)NC3CCN(CC3)CC=4CCCCCCC4,5.14881706237793,CHEMBL244610,chembl20,391.559,2,2,5.70630000000001,False
42312,O=C(NC1CCN(CC1)CC=2CCCCCCC2)NC3=CC4=C(C=C3)C=CC=C4,5.14881706237793,9886775,pubchem,391.559,2,2,5.70630000000001,False
42313,C1=C(N)C=CC(C[C@@H](C(O)=NO)N)=C1,5.14883184432983,CHEMBL219917,chembl20,195.222,4,4,0.4843,True
42314,O=C(NC1=C2C(=NC=3C1=CC=CC3)N(CC2)C)CN(CC)CC,5.14888477325439,CHEMBL1578416,chembl20,312.417,4,1,2.5074,True
42320,O=C(NC1=C2CCN(C2=NC=3C1=CC=CC3)C)CN(CC)CC,5.14888477325439,23724271,pubchem_screening,312.417,4,1,2.5074,True
42323,O=C(NC1=C2CCN(C2=NC=3C1=CC=CC3)C)CN(CC)CC,5.14888477325439,23724271,pubchem,312.417,4,1,2.5074,True
42481,C=1(N=C(SC1)NC=2C=CC(=CC2)CCN3[C@H](C[C@H](CC3)O)CO)C4CCCC4,5.14889240264893,CHEMBL2409846,chembl20,401.576,6,3,3.9044,True
42482,S(C=1N(C(O)=C2N=C3C(=C2N1)C=CC=C3)C)CCC,5.14890289306641,2155957,pubchem,273.361,5,1,3.2808,True
42484,S(C=1N(C(O)=C2N=C3C(=C2N1)C=CC=C3)C)CCC,5.14890289306641,2155957,pubchem_screening,273.361,5,1,3.2808,True
42515,S(C=1N(C(O)=C2N=C3C(=C2N1)C=CC=C3)C)CCC,5.14890289306641,CHEMBL1870343,chembl20,273.361,5,1,3.2808,True
42516,S(C=1N2C(C=3C(=NN(C3O)C4=CC=CC=C4)N1)=CCCCC2)CC(=O)C5=CC(O)=C(O)C=C5,5.14907264709473,CHEMBL1356184,chembl20,462.531,9,3,4.43310000000001,True
42533,S(C=1N2C(=CCCCC2)C=3C(N1)=NN(C3O)C4=CC=CC=C4)CC(=O)C=5C=C(O)C(O)=CC5,5.14907264709473,2090567,pubchem_screening,462.531,9,3,4.43310000000001,True
42535,S(C=1N2C(=CCCCC2)C=3C(N1)=NN(C3O)C4=CC=CC=C4)CC(=O)C=5C=C(O)C(O)=CC5,5.14907264709473,2090567,pubchem,462.531,9,3,4.43310000000001,True
42631,C1=CC2=NC=C(C=3C=C(OC(F)(F)F)C=CC3)N2N=C1NCC4CCN(CC4)C(C)C,5.14908218383789,CHEMBL1952332,chembl20,433.478,6,1,4.8272,True
42632,C=12N(N=CC1C(SC)=NC(=N2)SC(C(=O)N)CC)C=3C=CC=CC3,5.14915752410889,CHEMBL133741,chembl20,359.48,7,1,2.8934,True
42634,FC(F)(F)C=1N(C(CC)C(=O)O)C=2C(N1)=CC=CC2,5.14922952651978,646477,pubchem_screening,272.226,3,1,3.0908,True
42637,FC(F)(F)C=1N(C(CC)C(=O)O)C=2C(N1)=CC=CC2,5.14922952651978,646477,pubchem,272.226,3,1,3.0908,True
42881,FC(F)(F)C=1N(C=2C(N1)=CC=CC2)C(C(O)=O)CC,5.14922952651978,CHEMBL1712423,chembl20,272.226,3,1,3.0908,True
42882,OC1=C(C=CC(N(CC)CC)=C1)/C=N/N=C(N)N,5.14923620223999,CHEMBL1966241,chembl20,249.318,4,3,0.8457,True
42900,OC=1C=C(N(CC)CC)C=CC1C=NN=C(N)N,5.14923620223999,10467247,pubchem_screening,249.318,4,3,0.8457,True
42903,OC=1C=C(N(CC)CC)C=CC1C=NN=C(N)N,5.14923620223999,10467247,pubchem,249.318,4,3,0.8457,True
43099,S1/C(/N(CC)C(=O)C1)=N\N2C=NN=C2,5.14931583404541,9619326,pubchem_screening,211.25,6,0,-0.0075,True
43102,S1/C(/N(CC)C(=O)C1)=N\N2C=NN=C2,5.14931583404541,9619326,pubchem,211.25,6,0,-0.0075,True
43305,S1/C(/N(C(=O)C1)CC)=N\N2C=NN=C2,5.14931583404541,CHEMBL3193876,chembl20,211.25,6,0,-0.0075,True
43309,S1C=C(O)C(C(=NCCCC)C)=C1O,5.14933395385742,5310750,pubchem_screening,213.302,4,2,2.7684,True
43312,S1C=C(O)C(C(=NCCCC)C)=C1O,5.14933395385742,5310750,pubchem,213.302,4,2,2.7684,True
43556,S1C(O)=C(C(O)=C1)/C(=N/CCCC)/C,5.14933395385742,CHEMBL2135374,chembl20,213.302,4,2,2.7684,True
43557,FC(F)(F)C=1N2N=CC(=C2N=C(C1)C=3C=CC=CC3)C(O)=O,5.14936447143555,804063,pubchem_screening,307.231,4,1,3.1133,True
43560,FC(F)(F)C=1N2N=CC(=C2N=C(C1)C=3C=CC=CC3)C(O)=O,5.14936447143555,804063,pubchem,307.231,4,1,3.1133,True
43767,FC(F)(F)C=1N2N=CC(=C2N=C(C1)C=3C=CC=CC3)C(=O)O,5.14936447143555,CHEMBL1303673,chembl20,307.231,4,1,3.1133,True
43770,S(C=1N(C(O)=C2N=C3C(=C2N1)C=CC=C3)C4=CC(C(F)(F)F)=CC=C4)CC(=O)N5CCCC5,5.14944982528687,CHEMBL1884698,chembl20,472.492,6,1,4.9642,True
43771,S(CC(=O)N1CCCC1)C=2N(C(O)=C3N=C4C(=C3N2)C=CC=C4)C=5C=C(C=CC5)C(F)(F)F,5.14944982528687,2156312,pubchem,472.492,6,1,4.9642,True
43773,S(CC(=O)N1CCCC1)C=2N(C(O)=C3N=C4C(=C3N2)C=CC=C4)C=5C=C(C=CC5)C(F)(F)F,5.14944982528687,2156312,pubchem_screening,472.492,6,1,4.9642,True
43808,O(C(=O)N1CCC(NC2=NC=NC=3N(N=CC32)C4=CC=CC=C4)CC1)CC,5.14945554733276,CHEMBL1400339,chembl20,366.425,7,1,2.8483,True
43818,O(C(=O)N1CCC(NC=2N=CN=C3N(N=CC23)C4=CC=CC=C4)CC1)CC,5.14945554733276,1308631,pubchem_screening,366.425,7,1,2.8483,True
43821,O(C(=O)N1CCC(NC=2N=CN=C3N(N=CC23)C4=CC=CC=C4)CC1)CC,5.14945554733276,1308631,pubchem,366.425,7,1,2.8483,True
44043,S(O)(=O)(N=CCN1CCC(CCC(C2=C(C=C(C(=C2)Cl)N)OC)=O)CC1)C,5.14948177337647,CHEMBL83899,chembl20,417.959,5,3,2.711,True
44051,ClC1=CC(C(=O)CCC2CCN(CC2)CC=NS(O)(=O)C)=C(OC)C=C1N,5.14948177337647,133076,pubchem,417.959,5,3,2.711,True
44052,ClC1=CC(C(=O)CCC2CCN(CC2)CC=NS(O)(=O)C)=C(OC)C=C1N,5.14948177337647,133076,pubchem_screening,417.959,5,3,2.711,True
44079,C1=C(C(=C(C=C1NC(C2=NC3=C(C(=CC=C3C=C2)C(O)=O)O)=O)O)O)OC,5.14950180053711,CHEMBL83746,chembl20,370.317,7,5,2.3107,False
44080,S(CCCC)/C(=N/N=CC1=C(O)C=CC=C1)/N,5.14961957931519,5334234,pubchem_screening,251.355,4,2,2.5741,True
44083,S(CCCC)/C(=N/N=CC1=C(O)C=CC=C1)/N,5.14961957931519,5334234,pubchem,251.355,4,2,2.5741,True
44290,S(C(=N/N=C/C1=C(O)C=CC=C1)N)CCCC,5.14961957931519,CHEMBL2369244,chembl20,251.355,4,2,2.5741,True
44306,P(=S)(CC1=CC2=C(C(O)=O)C=CC=C2C=C1)(O)O,5.14965009689331,CHEMBL122519,chembl20,282.257,2,3,2.3321,True
44307,S(CC(=O)N(CC)CC)C=1N=C(O)C(CC=C)=C(O)N1,5.14969778060913,846106,pubchem_screening,297.38,6,2,1.5768,True
44308,S(C(CC)C(OCC)=O)C1=NC=2N(N=CC2C(O)=N1)C3=CC=CC=C3,5.14975500106812,4196703,pubchem_screening,358.423,8,1,2.9549,True
44311,S(C(CC)C(OCC)=O)C1=NC=2N(N=CC2C(O)=N1)C3=CC=CC=C3,5.14975500106812,4196703,pubchem,358.423,8,1,2.9549,True
44551,S(C=1N=C2N(N=CC2=C(O)N1)C3=CC=CC=C3)C(C(OCC)=O)CC,5.14975500106812,CHEMBL1484452,chembl20,358.423,8,1,2.9549,True
44553,S(C=1N2C(=CCCCC2)C=3C(N1)=NN(C3O)C4=CC=CC=C4)CC,5.14980554580689,4882059,pubchem_screening,340.452,6,1,4.1589,True
44556,S(C=1N2C(=CCCCC2)C=3C(N1)=NN(C3O)C4=CC=CC=C4)CC,5.14980554580689,4882059,pubchem,340.452,6,1,4.1589,True
44765,S(C=1N2C(C=3C(=NN(C3O)C4=CC=CC=C4)N1)=CCCCC2)CC,5.14980554580689,CHEMBL1516894,chembl20,340.452,6,1,4.1589,True
44772,O/N=C(/C=1N(C=2C(N1)=CC=CC2)CC)\C#N,5.14996004104614,CHEMBL3210625,chembl20,214.228,5,1,1.75808,True
44782,ON=C(C=1N(C2=C(N1)C=CC=C2)CC)C#N,5.14996004104614,5410228,pubchem_screening,214.228,5,1,1.75808,True
44785,ON=C(C=1N(C2=C(N1)C=CC=C2)CC)C#N,5.14996004104614,5410228,pubchem,214.228,5,1,1.75808,True
44982,SC(=NO)[C@@H](N)CC=1C=CC(O)=CC1,5.1500244140625,16094829,pubchem,212.274,4,4,0.9795,True
44983,C=1C(=CC=C(C1)C[C@@H](C(O)=NO)N)C#N,5.1500244140625,CHEMBL555149,chembl20,205.217,4,3,0.77378,True
44984,IC1=CC=C(C[C@H](N)C(O)=NO)C=C1,5.1500244140625,16094837,pubchem,306.103,3,3,1.5067,True
44985,C1=CC(C2CCC(CC2)=CCC(=NO)O)=CC=C1O,5.15003347396851,CHEMBL539156,chembl20,261.321,3,3,3.712,True
44986,Cl/C(=C/CN1C2=C(C(N=NC(=S)N)=C1O)C=CC=C2)/C,5.15004014968872,9593246,pubchem_screening,308.794,4,2,3.8168,True
44989,Cl/C(=C/CN1C2=C(C(N=NC(=S)N)=C1O)C=CC=C2)/C,5.15004014968872,9593246,pubchem,308.794,4,2,3.8168,True
45185,Cl/C(=C/CN1C2=C(C(/N=N/C(=S)N)=C1O)C=CC=C2)/C,5.15004014968872,CHEMBL2369200,chembl20,308.794,4,2,3.8168,True
45203,FC(F)(F)C(=O)NC1=NN(C2=NC(=CN=C21)C3=CC=CC=C3)C,5.15004730224609,CHEMBL2133562,chembl20,321.262,5,1,2.5311,True
45204,FC(F)(F)C(=O)NC1=NN(C2=NC(C3=CC=CC=C3)=CN=C21)C,5.15004730224609,294644,pubchem_screening,321.262,5,1,2.5311,True
